<RecentFiles>
  <RecentFiles>
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/f:OpenAccessBaseApiController.cs" caret="236" fromTop="10" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:HomeController.cs" caret="0" fromTop="0" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:UserRole.generated.cs" caret="796" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/f:Web.config" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Content/d:kendo/d:2012.2.710/f:kendo.default.min.css" caret="460" fromTop="9" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/f:_ViewStart.cshtml" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Scripts/f:jquery-1.7.2.js" caret="534" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Cars/f:Filter.cshtml" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:App_Start/f:BundleConfig.cs" caret="1055" fromTop="23" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:ValuesController.cs" caret="282" fromTop="12" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Models/f:AccountModels.cs" caret="99" fromTop="4" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Home/f:Index.cshtml" caret="277" fromTop="10" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Shared/f:_LoginPartial.cshtml" caret="12" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Account/f:Login.cshtml" caret="682" fromTop="25" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:AccountController.cs" caret="1340" fromTop="19" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:EntityModel.cs" caret="950" fromTop="27" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:EntityModel.rlinq" caret="2521" fromTop="35" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/f:Web.config" caret="1331" fromTop="30" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/f:EntityModelRepositories.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Shared/f:Error.cshtml" caret="0" fromTop="0" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:App.Config" caret="337" fromTop="5" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/f:Global.asax.cs" caret="1078" fromTop="42" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/d:Security/f:SecurityContext.cs" caret="476" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:CarsController.partial.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:UserCarsController.cs" caret="251" fromTop="11" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:UserCars/f:Index.cshtml" caret="389" fromTop="18" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:CarsController.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Shared/f:_Layout.cshtml" caret="295" fromTop="9" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/f:OpenAccessBaseRepository.cs" caret="973" fromTop="17" />
  </RecentFiles>
  <RecentEdits>
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/f:packages.config" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:App_Start/f:RouteConfig.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:App_Start/f:WebApiConfig.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/f:Global.asax.cs" caret="0" fromTop="0" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:Car.generated.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/f:OpenAccessBaseRepository.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/f:OpenAccessBaseApiController.cs" caret="236" fromTop="10" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:UserRole.generated.cs" caret="4813" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:HomeController.cs" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:AccountController.cs" caret="219" fromTop="10" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Content/d:kendo/d:2012.2.710/f:kendo.default.min.css" caret="4813" fromTop="9" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/f:_ViewStart.cshtml" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Scripts/f:jquery-1.7.2.js" caret="4813" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Cars/f:Filter.cshtml" caret="0" fromTop="0" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:App_Start/f:BundleConfig.cs" caret="4813" fromTop="23" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:ValuesController.cs" caret="282" fromTop="12" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Code/d:Security/f:SecurityContext.cs" caret="473" fromTop="19" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:UserCars/f:Index.cshtml" caret="752" fromTop="23" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:CarsController.cs" caret="329" fromTop="13" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:CarsController.partial.cs" caret="496" fromTop="15" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Home/f:Index.cshtml" caret="277" fromTop="10" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Account/f:Login.cshtml" caret="1082" fromTop="20" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Controllers/f:UserCarsController.cs" caret="338" fromTop="15" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:EntityModel.cs" caret="950" fromTop="27" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:EntityModel.rlinq" caret="2522" fromTop="35" />
    <File id="2C3B2549-7F01-41F4-A5D5-1FA3A3698FB3/f:App.Config" caret="297" fromTop="4" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/f:Web.config" caret="502" fromTop="9" />
    <File id="F4FA54C9-1AAA-4446-BED3-4AC9BC2751AA/d:Views/d:Shared/f:_Layout.cshtml" caret="295" fromTop="9" />
  </RecentEdits>
</RecentFiles>
